gen,model,alpha,beta,pWeight,dist1
1,m1,1.6195708386451,0.748780501329689,5e-04,0.431282766673853
1,m1,0.548035046826582,0.14232864447718,5e-04,2.54328174451007
1,m1,1.37241434378689,0.423385382242966,5e-04,0.0679539254666232
1,m1,3.12536754145008,0.779637351542828,5e-04,6.07823506329805
1,m1,1.2602540484895,0.556605072227423,5e-04,0.028501520730673
1,m1,2.03108750745142,0.27639343229786,5e-04,0.123831389038586
1,m1,3.89335726401303,0.762802791185561,5e-04,11.7344472712764
1,m1,3.45508853239752,0.439487779215095,5e-04,4.562681454956
1,m1,3.67467919173511,0.820987940107472,5e-04,11.4438610466572
1,m1,3.89576483706385,0.903476041684975,5e-04,14.7108915655699
1,m1,0.701161032159347,0.990919049787568,5e-04,0.0532401167821584
1,m1,3.5254681290877,0.247220086312154,5e-04,3.03407592148928
1,m1,2.34873755787127,0.379369996192516,5e-04,0.370787052653316
1,m1,0.136124782389496,0.351486219917773,5e-04,2.87824084356429
1,m1,0.880223940560594,0.845235575615661,5e-04,0.11927137726089
1,m1,3.55850883480022,0.437573122504517,5e-04,5.05655378971376
1,m1,2.15404233173653,0.268435853694566,5e-04,0.358278909306116
1,m1,2.32675064940052,0.645322320475127,5e-04,1.15276881998241
1,m1,0.848368933549617,0.979809334110003,5e-04,0.042803737755637
1,m1,2.37044393038703,0.181935602384969,5e-04,0.269068467332171
1,m1,0.568178836423904,0.771655054133502,5e-04,0.64710493503881
1,m1,2.36850638217945,0.00666029020491987,5e-04,0.682891501663115
1,m1,2.25556848964095,0.644111634043045,5e-04,1.56774908265843
1,m1,2.45391713833669,0.583843079928192,5e-04,1.26566793870816
1,m1,2.3217158996989,0.793814724646159,5e-04,2.6093703472138
1,m1,3.28591242998792,0.48134147383424,5e-04,4.38917479675271
1,m1,2.39681208158704,0.235718508308521,5e-04,0.309338036582555
1,m1,2.75373243143177,0.739421700581326,5e-04,4.13023095699878
1,m1,1.85412571908347,0.84928745579219,5e-04,1.36277083285028
1,m1,2.42789125158824,0.251712007155176,5e-04,0.47247347921899
1,m1,1.1400905901622,0.662539835421252,5e-04,0.121470449740778
1,m1,2.48401827507839,0.327432712734095,5e-04,0.584144585040264
1,m1,1.68102760259341,0.779268298670184,5e-04,0.481542359059492
1,m1,0.501405849956442,0.843904735140502,5e-04,0.802285022354067
1,m1,1.66585166404955,0.676451058121165,5e-04,0.152252796275808
1,m1,2.08940703015774,0.608767306043184,5e-04,0.872414400187746
1,m1,1.32519312576903,0.835940829236759,5e-04,0.195298151480114
1,m1,1.41430126840854,0.126651518722298,5e-04,0.566139385461637
1,m1,2.8251132745957,0.509022613894427,5e-04,2.2066349846994
1,m1,1.03345879468089,0.568029352284619,5e-04,0.204074181935575
1,m1,3.02042830949929,0.525333450742182,5e-04,2.88404980255308
1,m1,2.06547987986403,0.00817056015145499,5e-04,0.647326535214785
1,m1,1.02818951865146,0.129632824930828,5e-04,1.12698897420701
1,m1,2.42977962514991,0.744954810432275,5e-04,2.34764127692377
1,m1,2.45124484600313,0.765640527066542,5e-04,2.9287560532043
1,m1,2.85152955511631,0.691988490035408,5e-04,3.8315987260752
1,m1,1.26924627223518,0.66365891455661,5e-04,0.0131564842232807
1,m1,0.322676151963416,0.972864185883431,5e-04,0.531567855451
1,m1,0.526299401034601,0.737967608539504,5e-04,0.67428886834882
