gen,model,alpha,beta,pWeight,dist1
15,m1,1.2736921805989,0.663911280696679,0.000418226831262534,0.00646409141988915
15,m1,1.50207424747309,0.634100912373747,0.000453465791985964,0.0179086296325811
15,m1,1.22515092799103,0.677602557251411,0.000428863634821573,0.0168598421475639
15,m1,1.29968872027907,0.774278118942234,0.000498763925680578,0.0308613916741496
15,m1,1.02723771606328,0.782881058211496,0.000527571979297852,0.0223629477440404
15,m1,1.39479084717684,0.483278432243082,0.000422192919737199,0.00169791090843939
15,m1,1.39249771361774,0.558070907742826,0.000397835165334073,0.0217131502329683
15,m1,1.23430941559264,0.670252169039477,0.000425707133132669,0.0246602891602603
15,m1,1.57570305753936,0.408628767863604,0.000462417817607025,0.00519284950591421
15,m1,1.5107993721811,0.542520081234179,0.000409978506966326,0.0138484263660575
15,m1,1.35599084031312,0.614612121287337,0.000402847786035802,0.00548999923969323
15,m1,1.00319215598671,0.848527992970513,0.000569661298918087,0.0108176375766132
15,m1,1.16742981982889,0.833499530524018,0.000526743850816034,0.0312969194886248
15,m1,1.31005535437353,0.706145117992936,0.000438530103883601,0.0230166474831455
15,m1,0.784794508504117,0.978838530840974,0.00105496809233284,0.0180221411213654
15,m1,0.848170242961903,0.938005619536216,0.000826681751073041,0.0299914804254794
15,m1,1.35583186445573,0.584095995922262,0.000399848756547608,0.0041282602893896
15,m1,1.66749389485638,0.317292334434801,0.000612282978836641,0.0166969423712053
15,m1,1.47138049454958,0.632672078568724,0.000436337559407722,0.00209117638069204
15,m1,1.68758878294533,0.385852443353303,0.000528466063941935,0.0129885206559961
15,m1,1.48665296799901,0.535978684656113,0.000403614982032766,0.0173457808524608
15,m1,1.52746428383143,0.558997855147764,0.000419917438755491,0.00562708355557728
15,m1,1.67284731356249,0.454623270587008,0.000484624342381058,0.00023472183552243
15,m1,0.945951316981786,0.910040230471001,0.000667964318794554,0.0171001259859352
15,m1,1.00284713118161,0.80101313375621,0.000548284866159614,0.00991593405423973
15,m1,1.01941197027306,0.875832345792628,0.000585628650429934,0.0265780075243344
15,m1,1.66534323692459,0.418767552604943,0.000491179803287762,0.0222937162822787
15,m1,1.41315120950143,0.560300256549539,0.000397309540079847,0.00536681075350728
15,m1,1.17276284941245,0.696721483256815,0.000446082703557265,0.0225588957469162
15,m1,1.34882724427147,0.718120533499556,0.000458390203691084,0.0191996181793977
15,m1,1.62388969466338,0.541774559048941,0.000467150190273675,0.0221089850486914
15,m1,1.41233368926575,0.586866721433448,0.000399935148359001,0.0242868227028013
15,m1,1.40772064936717,0.523482292137685,0.000402154304683079,0.00334518462491657
15,m1,1.34946267728099,0.710983601549965,0.000452161154199611,0.0324415662104374
15,m1,1.37816670272497,0.625004166267057,0.000406771247208872,0.0163326682936874
15,m1,1.21979502439164,0.641890810870317,0.000428871406172662,0.00753275216956069
15,m1,1.68960863097063,0.514311835512196,0.000510845728360636,0.0269183659997211
15,m1,1.01067797874973,0.925871980265562,0.00065794890604288,0.0260153967821809
15,m1,1.06866649108957,0.715991964536868,0.00049979992695133,0.0197448515360061
15,m1,1.6117502981445,0.387547166343772,0.000490016643026133,0.0236939094141791
15,m1,1.3354835267082,0.51655110551204,0.000422661910383103,0.0260970588953253
15,m1,1.52955432482985,0.546022180849257,0.00041680240971075,0.00640237485639871
15,m1,1.35015995661518,0.659974955268575,0.000417930043895141,0.0253933551458129
15,m1,1.42773750243172,0.47337495249325,0.00042037835271595,0.0222701073292523
15,m1,1.55900209825054,0.511403364712934,0.000421984311301495,0.0254061326133556
15,m1,1.71443084335638,0.447417075282129,0.000520966084846882,0.0105537579940618
15,m1,1.21144065784742,0.727347155388982,0.000446150960335137,0.0324342727739793
15,m1,1.53355770013806,0.51538759821145,0.000413765078392111,0.00897477134669959
15,m1,1.33929898022531,0.664686989567178,0.000418868377347783,0.00408738420278671
15,m1,1.38135394560354,0.531652636160516,0.00040369756685924,0.0202293050160993
15,m1,1.39688435161872,0.69919212014558,0.000459967154383805,0.0291894487724187
15,m1,1.13217480949083,0.717187826174531,0.000463544333576024,0.0204779757913084
15,m1,1.77998184954393,0.46190123345174,0.000603281263368025,0.02901944166706
15,m1,1.2849026328319,0.617405725912208,0.000410942885640251,0.0106860488618148
15,m1,1.64653615325714,0.363986533096896,0.000528568189843272,0.0323267120809944
15,m1,1.27059052197943,0.617093081288554,0.000414478622073094,0.00258703516966247
15,m1,0.882269491185384,0.944886732702483,0.000787953371467983,0.01280331844007
