gen,model,alpha,beta,pWeight,dist1
20,m1,1.25637237796169,0.70450698392813,0.000492144782899252,0.00331656192243519
20,m1,1.38347490286229,0.50206924946613,0.000389078699155566,0.00665485749233757
20,m1,1.09096866851959,0.822035175485385,0.000697378892202444,0.00349476542583287
20,m1,1.23067406947178,0.638114952342611,0.000463053466786042,0.0100365598172607
20,m1,1.3885120262724,0.542794805351583,0.000374988178533697,0.00547193341014906
20,m1,0.966205023079406,0.773562943500729,0.000834870319639374,0.00895001960480451
20,m1,1.03622073812145,0.750955586185485,0.000704204127659174,0.000545314737583757
20,m1,1.24620654927411,0.729044398201746,0.000523686790992761,0.000974988726960369
20,m1,1.33724877674982,0.5330938507599,0.000399110700882374,0.0026002533294183
20,m1,1.2879301179331,0.647879416062492,0.000435326980052171,0.00954666813209755
20,m1,1.05439111148771,0.833850506919471,0.000734011852500557,0.00746123838455421
20,m1,1.37765503163904,0.636943252293812,0.000412793756866043,0.00117696860941836
20,m1,1.49373444123411,0.428940083649873,0.000413820457330885,0.00199337571561879
20,m1,1.52580095289411,0.483097527661075,0.000379183055737964,0.00205535601721737
20,m1,1.55992030061175,0.576117273834934,0.000423861830538258,0.00699753366241934
20,m1,1.53788913176516,0.533921020296401,0.000384263752875469,0.00463206439597771
20,m1,1.48559487696524,0.442370366218085,0.000401357695722435,0.00500736032296216
20,m1,1.69043407488358,0.44024696941428,0.000502702608996943,0.00600931821405571
20,m1,1.50740533516025,0.506591731670233,0.000371524755927044,0.00654836760258514
20,m1,1.38031577093952,0.709760196117789,0.000514804279629814,0.00935996743552321
20,m1,0.95004024063797,0.824275448557613,0.00086152296720371,0.00537219904896746
20,m1,1.67659080877021,0.317110559740152,0.000705315280986426,0.0052212342850705
20,m1,1.5276795616779,0.474740616085339,0.000382302177735089,0.00143351918748782
20,m1,1.41400674186911,0.534069757489664,0.000369833694829021,0.00774570782924686
20,m1,1.71809756177597,0.385765431369127,0.000591348251990743,0.00790008298620271
20,m1,1.61063227858866,0.515451095860735,0.000422241322574624,0.00158225202745534
20,m1,1.46097777601865,0.60506069298558,0.000399208593689891,0.00585007405177273
20,m1,1.09048559226043,0.807580484583036,0.000678931055282175,0.00850216559806573
20,m1,1.20278469125101,0.690227728745889,0.000503734932530856,0.00565700832784913
20,m1,1.36327017664692,0.445968785433824,0.000455638222366157,0.00952161214426904
20,m1,1.54517903340246,0.380694960176114,0.000480180706890097,0.00607502215539711
20,m1,1.25673603551081,0.632148362245854,0.000443757152093699,0.00992422126557732
20,m1,1.77741798411857,0.38475644459093,0.00070578639759307,0.00413973940793042
20,m1,1.60522679453532,0.443118747950382,0.000425995810743809,0.00855628700236941
20,m1,1.47720457260314,0.54486309272611,0.000369910177485427,0.008698446237428
20,m1,1.65784634629347,0.490872486890953,0.00045958931904853,0.00923508329710467
20,m1,1.40518704081053,0.506323333701216,0.000378643044609709,0.00363361103608887
20,m1,1.47865457395157,0.509911127082757,0.000367880487524529,0.00645653206638202
20,m1,1.653664336318,0.461825801171904,0.000455144672747481,0.00403439810286661
20,m1,1.45727843024893,0.51251208453982,0.000367449970372452,0.00679545124603886
20,m1,1.22925920582711,0.61542200440185,0.000462220813185247,0.00963877159503428
20,m1,1.01743435242805,0.916555331210258,0.000912450776380743,0.00230691975762337
20,m1,1.29035078157759,0.738363419812761,0.000538870536255122,0.00343713444726128
20,m1,1.31851002179999,0.544091388772649,0.000406752951002615,0.00888003264050507
20,m1,1.64372673142622,0.450396811767081,0.000449607735080651,0.00698802212984477
20,m1,1.70735183312366,0.362569092355797,0.00061712492568382,0.00573578947548438
20,m1,1.50225019396394,0.49077013234611,0.000373387107927798,0.00455275572937067
20,m1,1.57563825620509,0.40934531253655,0.000442848150813301,0.00954188016217252
20,m1,1.29104399867082,0.53419326592873,0.000432439481146404,0.00367556833835449
20,m1,1.30516304132759,0.567528463101253,0.00040941551379398,0.00430857374260956
20,m1,1.27148769969101,0.684936562760966,0.000468645689045266,0.00222151743912118
20,m1,1.55675810580848,0.455411013484349,0.000398254295904983,0.00218135026378402
20,m1,1.52672930224369,0.407306992989079,0.000437998071769479,0.0046458141919856
20,m1,1.22736484671247,0.769909745701926,0.000588369065821795,0.00496410201504085
20,m1,1.23578146795638,0.678731116958965,0.000477497299927203,0.0056631163406371
20,m1,1.56661975941677,0.466685947035332,0.0003965071842882,0.00145142698549362
20,m1,1.42399251909319,0.424875241027161,0.000442404808058704,0.00311237846701292
20,m1,1.11915678145575,0.776777653850783,0.000627680663696029,0.00568510523325745
20,m1,1.47015180665453,0.424075671949552,0.000424210258832891,0.00865783017237192
20,m1,1.51179323555827,0.40972354451066,0.000435350220367096,0.00752865595124807
20,m1,1.46341262323714,0.479158483255716,0.000378042154670723,0.00421780328386254
20,m1,1.44477505620099,0.405425332801053,0.000461832835077892,0.000407081451120952
20,m1,1.46585671230051,0.542989984846883,0.000368090220379302,0.00729947532438894
20,m1,1.46517180093593,0.546349674774307,0.000368707324958567,0.00505847367576316
20,m1,1.8608932208621,0.310676702873976,0.001227229384451,0.00885790008278033
20,m1,1.47115713625234,0.56451235482089,0.000375533671037004,0.00147271237070952
20,m1,1.54044436335465,0.476524981957071,0.000384619106556234,0.0094707886676016
20,m1,1.35617061524349,0.637470130264803,0.0004135414992581,0.0067582394578186
